Algoritmo,Num_Drones,Media_Calc_ms,Pico_Calc_ms,Media_CPU_Perc,Pico_RAM_MB,Tempo_Missao_s
Virtual Structure,8,0.0666,0.2125,1.65,51.94,37.98
