Algoritmo,Num_Drones,Media_Calc_ms,Pico_Calc_ms,Media_CPU_Perc,Pico_RAM_MB,Tempo_Missao_s
Behavior-Based,8,0.7616,2.9159,1.0,52.16,150.49
