Algoritmo,Num_Drones,Media_Calc_ms,Pico_Calc_ms,Media_CPU_Perc,Pico_RAM_MB,Tempo_Missao_s
Leader-Follower,8,0.1046,2.7383,1.54,52.15,111.22
