Algoritmo,Num_Drones,Media_Calc_ms,Pico_Calc_ms,Media_CPU_Perc,Pico_RAM_MB,Tempo_Missao_s
Virtual Structure,8,0.0622,0.1828,1.71,51.89,34.98
