Tempo_s,Drone_ID,Pos_N_Metros,Pos_E_Metros,Distancia_Percorrida_Acumulada_m,Distancia_Minima_Obstaculo_Instante_m
1.4781951904296875e-05,0,-0.006419169229499033,-0.10084417407472945,0.0,20.006673324727387
1.4781951904296875e-05,1,1.9394920462565413,-0.1836390536393027,0.0,18.061441549589897
1.4781951904296875e-05,2,3.9854786971086353,-0.11589778855189706,0.0,16.01494067607347
1.4781951904296875e-05,3,5.953628898860308,-0.10837098137316181,0.0,14.046789148433033
1.4781951904296875e-05,4,-0.02865815478780842,-2.1255553165257357,0.0,20.14113037753738
1.4781951904296875e-05,5,1.9950895097986532,-2.140608931002903,0.0,18.131712780530467
1.4781951904296875e-05,6,3.9965981895341285,-2.1255553165257357,0.0,16.143941740195704
1.4781951904296875e-05,7,5.9869873761367876,-2.1255553165257357,0.0,14.173302656761427
0.3286094665527344,0,0.004700323195994116,-0.11589778855189706,0.018715085375915055,19.995635560356405
0.3286094665527344,1,1.9172530606982319,-0.1836390536393027,0.022238985558309388,18.083679387028763
0.3286094665527344,2,3.974359203975819,-0.13095140314876177,0.01871508589244746,16.026175813124638
0.3286094665527344,3,5.953628898860308,-0.1234245957306323,0.01505361435747049,14.046913352824651
0.3286094665527344,4,-0.02865815478780842,-2.1330821238241677,0.0075268072984320256,20.14192609529502
0.3286094665527344,5,1.983970016665837,-2.155662545480071,0.01871508579616838,18.144536846400385
0.3286094665527344,6,3.9965981895341285,-2.140608931002903,0.015053614477167354,16.145930636005833
0.3286094665527344,7,5.998106869269604,-2.140608931002903,0.018715085796168023,14.164576161674745
0.6382606029510498,0,0.015819816328810354,-0.14600501738653515,0.050810074947996414,19.9847135350632
0.6382606029510498,1,1.928372553831048,-0.20621947529520554,0.04740878034668845,18.072804016674283
0.6382606029510498,2,3.9854786971086353,-0.1535318248046646,0.043884880680826494,16.015257243703243
0.6382606029510498,3,5.964748391285801,-0.14600501738653515,0.0402234088333689,14.036011013995982
0.6382606029510498,4,-0.006419169229499033,-2.155662545480071,0.03921983367366278,20.122218788814
0.6382606029510498,5,2.0062090022241463,-2.170716159837541,0.045569950977102106,18.12425234646161
0.6382606029510498,6,4.018837174385115,-2.155662545480071,0.04190847913945143,16.12589365798996
0.6382606029510498,7,6.020345854827913,-2.155662545480071,0.04556995104419877,14.144879321811578
0.9589755535125732,0,0.10477575714740173,-0.19116586069834082,0.15057310004023283,19.896142642725657
0.9589755535125732,1,2.0173284953569626,-0.24385351142827597,0.14399801478007218,17.98432481298468
0.9589755535125732,2,4.08555413035272,-0.19116586069834082,0.1508026668374699,15.915593979623567
0.9589755535125732,3,6.087062810795518,-0.17611224646056745,0.166188731293621,13.914051773444802
0.9589755535125732,4,0.08253677229641543,-2.185769774314709,0.133132584463229,20.03703897618688
0.9589755535125732,5,2.095164944457384,-2.185769774314709,0.13579063024427618,18.037757839390558
0.9589755535125732,6,4.130032101469339,-2.155662545480071,0.15310340622367527,16.01570360959453
0.9589755535125732,7,6.120421288071998,-2.155662545480071,0.14564538428828327,14.045981141614515
1.257359504699707,0,0.28268764019923065,-0.24385351142827597,0.33612262623334194,19.718820229136124
1.257359504699707,1,2.1952403777014684,-0.28901435474008164,0.3275522020055309,17.807105169147455
1.257359504699707,2,4.252346520979056,-0.2363267041298436,0.3236008246699332,15.74942666913324
1.257359504699707,3,6.253855200007208,-0.20621947529520554,0.33567662563137307,13.747691563835723
1.257359504699707,4,0.26044865464092126,-2.208350195970612,0.31247168594844243,19.862696138845575
1.257359504699707,5,2.284196319227383,-2.2008233887918762,0.32542045900616423,17.851983745352502
1.257359504699707,6,4.3079439838138445,-2.1481357381816384,0.33117443336586094,15.838406143446925
1.257359504699707,7,6.298333171123827,-2.1330821238241677,0.32498448647519074,13.86671241630488
1.586244821548462,0,0.4383605369854271,-0.2965411619188169,0.5004699392871889,19.56388701515323
1.586244821548462,1,2.339793782769495,-0.3266483908731521,0.47692424621871754,17.663226851466497
1.586244821548462,2,4.385780432914266,-0.2814875474416493,0.4644699505384743,15.616756639216982
1.586244821548462,3,6.398408605075234,-0.22879989695110836,0.48198302453080355,13.603515643661247
1.586244821548462,4,0.3938825665761314,-2.2309306176265147,0.4478027034444022,19.732635207540596
1.586244821548462,5,2.4287497242954093,-2.208350195970612,0.4701696895501184,17.70947901095603
1.586244821548462,6,4.441377895749055,-2.155662545480071,0.4648204646666113,15.707246824089566
1.586244821548462,7,6.431767083059037,-2.1180285093470004,0.4592648653961656,13.732552175570532
1.9520959854125977,0,0.5717944489206372,-0.33417519805188733,0.6391095062585217,19.431079331781444
1.9520959854125977,1,2.473227694704705,-0.3492288125290549,0.6122552637146774,17.530251230520534
1.9520959854125977,2,4.50809485171666,-0.31912158357471976,0.5924431419600867,15.495191631874421
1.9520959854125977,3,6.531842517010444,-0.24385351142827597,0.6162634034517784,13.470364899350109
1.9520959854125977,4,0.5050774929530322,-2.2384574248052496,0.5592520842334862,19.623014426902717
1.9520959854125977,5,2.551064143097803,-2.215877003149347,0.5927154763943558,17.589072557453772
1.9520959854125977,6,4.563692315258772,-2.1481357381816384,0.5873662522241883,15.585059579214136
1.9520959854125977,7,6.554081502568754,-2.1029748948698326,0.5825021508613455,13.60938013459895
2.345562696456909,0,0.6829893760048611,-0.3642824268865254,0.7543082781155477,19.32044515879692
2.345562696456909,1,2.595542113507099,-0.37180923418495776,0.7366365022079718,17.40842889032006
2.345562696456909,2,4.630409271226377,-0.3266483908731521,0.7149889295176637,15.373061449863009
2.345562696456909,3,6.654156935812838,-0.2513803186070112,0.7388091902960159,13.348210335415587
2.345562696456909,4,0.6273919124627492,-2.2384574248052496,0.6815665037432032,19.50150342296664
2.345562696456909,5,2.651139577756534,-2.215877003149347,0.6927909110530865,17.489798993801266
2.345562696456909,6,4.6748872423429955,-2.140608931002903,0.6988156337189804,15.473890513713442
2.345562696456909,7,6.654156935812838,-2.08039447321393,0.6850934164795723,13.507019221800627
2.7153255939483643,0,0.7941843023817619,-0.3943896558408606,0.8695070493211171,19.209864648443347
2.7153255939483643,1,2.7067370405913227,-0.38686284854242825,0.8488457848653763,17.29758961956372
2.7153255939483643,2,4.7416041983106005,-0.3266483908731521,0.8261838566018875,15.26189180974209
2.7153255939483643,3,6.765351862897062,-0.2589071257857465,0.850258571790808,13.237180372447332
2.7153255939483643,4,0.7385868388396499,-2.245984232103682,0.793015884540371,19.391917959185456
2.7153255939483643,5,2.7734539965589278,-2.215877003149347,0.8151053298554805,17.36847713824553
2.7153255939483643,6,4.774962676294403,-2.1255553165257357,0.8000169370178496,15.372694848719247
2.7153255939483643,7,6.765351862897062,-2.0653408588564592,0.7973026991369768,13.394832741627802
3.0909035205841064,0,0.9387377067424652,-0.41697007749676346,1.0158134475216993,19.06582241231385
3.0909035205841064,1,2.840170952526533,-0.4094432701983311,0.9841768023613362,17.16471312693646
3.0909035205841064,2,4.875038110245811,-0.31912158357471976,0.9598298879026379,15.128328088444533
3.0909035205841064,3,6.898785775539595,-0.2589071257857465,0.9836924844333412,13.103772245234815
3.0909035205841064,4,0.8831402439076763,-2.2384574248052496,0.9377651150905493,19.247467848440948
3.0909035205841064,5,2.906887908494138,-2.208350195970612,0.9487513611494895,17.235175994483704
3.0909035205841064,6,4.919516080655106,-2.1029748948698326,0.9463233352184319,15.22640793654474
3.0909035205841064,7,6.898785775539595,-2.035233629902124,0.9340910549221237,13.258355481864568
3.465885877609253,0,1.0832911118104915,-0.4244968846754987,1.1605626780656535,18.921471210389722
3.465885877609253,1,3.0069633424455455,-0.4244968846754987,1.15164713598411,16.998337931988782
3.465885877609253,2,5.030711007032007,-0.3115947763959845,1.1156846395790359,14.972531658329194
3.465885877609253,3,7.0322196874748055,-0.24385351142827597,1.1179728633408974,12.970072889885852
3.465885877609253,4,1.0388131406938728,-2.2309306176265147,1.093619866766947,19.091978905660532
3.465885877609253,5,3.0514413135621643,-2.193296581493444,1.0940864850032508,17.08988564742369
3.465885877609253,6,5.0529499925903165,-2.08039447321393,1.0816543527143918,15.091134652112308
3.465885877609253,7,7.043339179900299,-2.005126401067486,1.0817465050090416,13.110895907273633
3.7850351333618164,0,1.2278445161711948,-0.43202369185423395,1.3053119079032414,18.777126137387672
3.7850351333618164,1,3.173755732364558,-0.4395504991526663,1.319117469606884,16.831984458032274
3.7850351333618164,2,5.186383904525527,-0.3040679690975521,1.271539391967712,14.816736454224037
3.7850351333618164,3,7.154534106277199,-0.22879989695110836,1.241210148104051,12.847503392474373
3.7850351333618164,4,1.1944860381873923,-2.2234038104477793,1.2494746191498427,18.936495976612004
3.7850351333618164,5,3.2071142103483607,-2.163189352658806,1.252644032984755,16.93163906181975
3.7850351333618164,6,5.208622890083836,-2.0578140515580268,1.238956375766183,14.933835256843485
3.7850351333618164,7,7.199012076686495,-1.9674923649344156,1.2419038384954324,12.951305649195891
4.146954536437988,0,1.3946369060902075,-0.4244968846754987,1.472274041817497,18.610205089179427
4.146954536437988,1,3.3294286298580777,-0.4244968846754987,1.475516517950712,16.67597515625682
4.146954536437988,2,5.3642957868700325,-0.2664339330841788,1.4533881163130347,14.638129144632144
4.146954536437988,3,7.310207003770719,-0.1836390536393027,1.4033013347326313,12.691121683648426
4.146954536437988,4,1.361278428106405,-2.208350195970612,1.4169449527726163,18.769090346167953
4.146954536437988,5,3.3627871078418803,-2.1180285093470004,1.4147352196133356,16.771490619065407
4.146954536437988,6,5.3642957868700325,-2.027706822723389,1.3975139237476872,14.775501100576902
4.146954536437988,7,7.365804467312831,-1.9373851360997776,1.4113917342253324,12.781876150383901
